image_id,expected_path,annotation_file
"283081,1c382000cd7260e8",/workspace/data/crowdhuman/Images/283081_1c382000cd7260e8.png,/workspace/data/crowdhuman/annotations_json/annotation_train/283081_1c382000cd7260e8.json
"273275,2de9d000ab6e0f66",/workspace/data/crowdhuman/Images/273275_2de9d000ab6e0f66.png,/workspace/data/crowdhuman/annotations_json/annotation_train/273275_2de9d000ab6e0f66.json
"273278,b61a80003252c5d9",/workspace/data/crowdhuman/Images/273278_b61a80003252c5d9.png,/workspace/data/crowdhuman/annotations_json/annotation_train/273278_b61a80003252c5d9.json
"283991,b50c000cfb857ad",/workspace/data/crowdhuman/Images/283991_b50c000cfb857ad.png,/workspace/data/crowdhuman/annotations_json/annotation_train/283991_b50c000cfb857ad.json
"273275,c09240000e89435e",/workspace/data/crowdhuman/Images/273275_c09240000e89435e.png,/workspace/data/crowdhuman/annotations_json/annotation_train/273275_c09240000e89435e.json
"273275,40cc3000ac4fc7a1",/workspace/data/crowdhuman/Images/273275_40cc3000ac4fc7a1.png,/workspace/data/crowdhuman/annotations_json/annotation_train/273275_40cc3000ac4fc7a1.json
"273275,11e6b3000ff68d297",/workspace/data/crowdhuman/Images/273275_11e6b3000ff68d297.png,/workspace/data/crowdhuman/annotations_json/annotation_train/273275_11e6b3000ff68d297.json
"273278,3f6680001120fabd",/workspace/data/crowdhuman/Images/273278_3f6680001120fabd.png,/workspace/data/crowdhuman/annotations_json/annotation_train/273278_3f6680001120fabd.json
"283992,a4b20007dd26eb8",/workspace/data/crowdhuman/Images/283992_a4b20007dd26eb8.png,/workspace/data/crowdhuman/annotations_json/annotation_train/283992_a4b20007dd26eb8.json
"273278,60de20008e45a4c1",/workspace/data/crowdhuman/Images/273278_60de20008e45a4c1.png,/workspace/data/crowdhuman/annotations_json/annotation_train/273278_60de20008e45a4c1.json
"273278,dc7ee0005adb70b6",/workspace/data/crowdhuman/Images/273278_dc7ee0005adb70b6.png,/workspace/data/crowdhuman/annotations_json/annotation_train/273278_dc7ee0005adb70b6.json
"282555,bc405000e6d76682",/workspace/data/crowdhuman/Images/282555_bc405000e6d76682.png,/workspace/data/crowdhuman/annotations_json/annotation_train/282555_bc405000e6d76682.json
"273275,13fda0004fefd148",/workspace/data/crowdhuman/Images/273275_13fda0004fefd148.png,/workspace/data/crowdhuman/annotations_json/annotation_train/273275_13fda0004fefd148.json
"284193,2783000b9b43519",/workspace/data/crowdhuman/Images/284193_2783000b9b43519.png,/workspace/data/crowdhuman/annotations_json/annotation_train/284193_2783000b9b43519.json
"273275,13ad450003c347e49",/workspace/data/crowdhuman/Images/273275_13ad450003c347e49.png,/workspace/data/crowdhuman/annotations_json/annotation_train/273275_13ad450003c347e49.json
"283647,16cf7000686c7c77",/workspace/data/crowdhuman/Images/283647_16cf7000686c7c77.png,/workspace/data/crowdhuman/annotations_json/annotation_train/283647_16cf7000686c7c77.json
"283991,7739000ee6bb61b",/workspace/data/crowdhuman/Images/283991_7739000ee6bb61b.png,/workspace/data/crowdhuman/annotations_json/annotation_train/283991_7739000ee6bb61b.json
"282555,32d2e000570466ff",/workspace/data/crowdhuman/Images/282555_32d2e000570466ff.png,/workspace/data/crowdhuman/annotations_json/annotation_train/282555_32d2e000570466ff.json
"273278,158040003d3987fb",/workspace/data/crowdhuman/Images/273278_158040003d3987fb.png,/workspace/data/crowdhuman/annotations_json/annotation_train/273278_158040003d3987fb.json
"284193,259a4000841a0f43",/workspace/data/crowdhuman/Images/284193_259a4000841a0f43.png,/workspace/data/crowdhuman/annotations_json/annotation_train/284193_259a4000841a0f43.json
"273278,981d3000bc8df86c",/workspace/data/crowdhuman/Images/273278_981d3000bc8df86c.png,/workspace/data/crowdhuman/annotations_json/annotation_train/273278_981d3000bc8df86c.json
"282555,44c97000c9628f9c",/workspace/data/crowdhuman/Images/282555_44c97000c9628f9c.png,/workspace/data/crowdhuman/annotations_json/annotation_train/282555_44c97000c9628f9c.json
"273278,d603a000c460810a",/workspace/data/crowdhuman/Images/273278_d603a000c460810a.png,/workspace/data/crowdhuman/annotations_json/annotation_train/273278_d603a000c460810a.json
"273275,83431000f208de32",/workspace/data/crowdhuman/Images/273275_83431000f208de32.png,/workspace/data/crowdhuman/annotations_json/annotation_train/273275_83431000f208de32.json
"273275,f8757000392062b5",/workspace/data/crowdhuman/Images/273275_f8757000392062b5.png,/workspace/data/crowdhuman/annotations_json/annotation_train/273275_f8757000392062b5.json
"283991,48b6000c15c3515",/workspace/data/crowdhuman/Images/283991_48b6000c15c3515.png,/workspace/data/crowdhuman/annotations_json/annotation_train/283991_48b6000c15c3515.json
"273275,b36a8000d3f74a7d",/workspace/data/crowdhuman/Images/273275_b36a8000d3f74a7d.png,/workspace/data/crowdhuman/annotations_json/annotation_train/273275_b36a8000d3f74a7d.json
"282555,df82e00031770c02",/workspace/data/crowdhuman/Images/282555_df82e00031770c02.png,/workspace/data/crowdhuman/annotations_json/annotation_train/282555_df82e00031770c02.json
"273278,d30ae000416b4f14",/workspace/data/crowdhuman/Images/273278_d30ae000416b4f14.png,/workspace/data/crowdhuman/annotations_json/annotation_train/273278_d30ae000416b4f14.json
"284193,bf20000e03d9239",/workspace/data/crowdhuman/Images/284193_bf20000e03d9239.png,/workspace/data/crowdhuman/annotations_json/annotation_train/284193_bf20000e03d9239.json
"273275,792300098eb0e2a",/workspace/data/crowdhuman/Images/273275_792300098eb0e2a.png,/workspace/data/crowdhuman/annotations_json/annotation_train/273275_792300098eb0e2a.json
"282555,119afb000c7c9db29",/workspace/data/crowdhuman/Images/282555_119afb000c7c9db29.png,/workspace/data/crowdhuman/annotations_json/annotation_train/282555_119afb000c7c9db29.json
"283992,fce7000c8165410",/workspace/data/crowdhuman/Images/283992_fce7000c8165410.png,/workspace/data/crowdhuman/annotations_json/annotation_train/283992_fce7000c8165410.json
"283554,15ee5000cdacf6de",/workspace/data/crowdhuman/Images/283554_15ee5000cdacf6de.png,/workspace/data/crowdhuman/annotations_json/annotation_train/283554_15ee5000cdacf6de.json
"282555,e2da00015e79d36",/workspace/data/crowdhuman/Images/282555_e2da00015e79d36.png,/workspace/data/crowdhuman/annotations_json/annotation_train/282555_e2da00015e79d36.json
"283992,8740006d271082",/workspace/data/crowdhuman/Images/283992_8740006d271082.png,/workspace/data/crowdhuman/annotations_json/annotation_train/283992_8740006d271082.json
"283647,b8c000d2dffd9b",/workspace/data/crowdhuman/Images/283647_b8c000d2dffd9b.png,/workspace/data/crowdhuman/annotations_json/annotation_train/283647_b8c000d2dffd9b.json
"273278,f1de0000f0b71fd0",/workspace/data/crowdhuman/Images/273278_f1de0000f0b71fd0.png,/workspace/data/crowdhuman/annotations_json/annotation_train/273278_f1de0000f0b71fd0.json
"273275,26fd40001c416201",/workspace/data/crowdhuman/Images/273275_26fd40001c416201.png,/workspace/data/crowdhuman/annotations_json/annotation_train/273275_26fd40001c416201.json
"284193,2dde000e38c2891",/workspace/data/crowdhuman/Images/284193_2dde000e38c2891.png,/workspace/data/crowdhuman/annotations_json/annotation_train/284193_2dde000e38c2891.json
"273275,108b3700073352080",/workspace/data/crowdhuman/Images/273275_108b3700073352080.png,/workspace/data/crowdhuman/annotations_json/annotation_train/273275_108b3700073352080.json
"282555,102cea000d0658567",/workspace/data/crowdhuman/Images/282555_102cea000d0658567.png,/workspace/data/crowdhuman/annotations_json/annotation_train/282555_102cea000d0658567.json
"284193,1d183000948c1039",/workspace/data/crowdhuman/Images/284193_1d183000948c1039.png,/workspace/data/crowdhuman/annotations_json/annotation_train/284193_1d183000948c1039.json
"273278,cb90c0000e5cfce7",/workspace/data/crowdhuman/Images/273278_cb90c0000e5cfce7.png,/workspace/data/crowdhuman/annotations_json/annotation_train/273278_cb90c0000e5cfce7.json
"273278,6767d000e35d8c23",/workspace/data/crowdhuman/Images/273278_6767d000e35d8c23.png,/workspace/data/crowdhuman/annotations_json/annotation_train/273278_6767d000e35d8c23.json
"273278,66897000051f7350",/workspace/data/crowdhuman/Images/273278_66897000051f7350.png,/workspace/data/crowdhuman/annotations_json/annotation_train/273278_66897000051f7350.json
"273275,13edd0001e390ee5",/workspace/data/crowdhuman/Images/273275_13edd0001e390ee5.png,/workspace/data/crowdhuman/annotations_json/annotation_train/273275_13edd0001e390ee5.json
"273275,942ae000241383f3",/workspace/data/crowdhuman/Images/273275_942ae000241383f3.png,/workspace/data/crowdhuman/annotations_json/annotation_train/273275_942ae000241383f3.json
"273275,355750001e906716",/workspace/data/crowdhuman/Images/273275_355750001e906716.png,/workspace/data/crowdhuman/annotations_json/annotation_train/273275_355750001e906716.json
"273271,14f3200065b09624",/workspace/data/crowdhuman/Images/273271_14f3200065b09624.png,/workspace/data/crowdhuman/annotations_json/annotation_train/273271_14f3200065b09624.json
"282555,c693f000844a4d01",/workspace/data/crowdhuman/Images/282555_c693f000844a4d01.png,/workspace/data/crowdhuman/annotations_json/annotation_train/282555_c693f000844a4d01.json
"273278,127173000299c2c49",/workspace/data/crowdhuman/Images/273278_127173000299c2c49.png,/workspace/data/crowdhuman/annotations_json/annotation_train/273278_127173000299c2c49.json
"283554,2cc24000e28c2498",/workspace/data/crowdhuman/Images/283554_2cc24000e28c2498.png,/workspace/data/crowdhuman/annotations_json/annotation_train/283554_2cc24000e28c2498.json
"273278,57f6b0009e0994c7",/workspace/data/crowdhuman/Images/273278_57f6b0009e0994c7.png,/workspace/data/crowdhuman/annotations_json/annotation_train/273278_57f6b0009e0994c7.json
"284193,c2e10008456b295",/workspace/data/crowdhuman/Images/284193_c2e10008456b295.png,/workspace/data/crowdhuman/annotations_json/annotation_train/284193_c2e10008456b295.json
"273278,1118f000962bbe0d",/workspace/data/crowdhuman/Images/273278_1118f000962bbe0d.png,/workspace/data/crowdhuman/annotations_json/annotation_train/273278_1118f000962bbe0d.json
"273278,89e0c0007f8a4609",/workspace/data/crowdhuman/Images/273278_89e0c0007f8a4609.png,/workspace/data/crowdhuman/annotations_json/annotation_train/273278_89e0c0007f8a4609.json
"273278,11539e0008e9a8e55",/workspace/data/crowdhuman/Images/273278_11539e0008e9a8e55.png,/workspace/data/crowdhuman/annotations_json/annotation_train/273278_11539e0008e9a8e55.json
"283992,155b00078f54d81",/workspace/data/crowdhuman/Images/283992_155b00078f54d81.png,/workspace/data/crowdhuman/annotations_json/annotation_train/283992_155b00078f54d81.json
"283554,8b130002c2bf7d4",/workspace/data/crowdhuman/Images/283554_8b130002c2bf7d4.png,/workspace/data/crowdhuman/annotations_json/annotation_train/283554_8b130002c2bf7d4.json
"284193,15c53000bb1d4a9b",/workspace/data/crowdhuman/Images/284193_15c53000bb1d4a9b.png,/workspace/data/crowdhuman/annotations_json/annotation_train/284193_15c53000bb1d4a9b.json
"282555,1014d7000cc2938d9",/workspace/data/crowdhuman/Images/282555_1014d7000cc2938d9.png,/workspace/data/crowdhuman/annotations_json/annotation_train/282555_1014d7000cc2938d9.json
"283991,1f8d800044889778",/workspace/data/crowdhuman/Images/283991_1f8d800044889778.png,/workspace/data/crowdhuman/annotations_json/annotation_train/283991_1f8d800044889778.json
"283991,153bc00043c0e526",/workspace/data/crowdhuman/Images/283991_153bc00043c0e526.png,/workspace/data/crowdhuman/annotations_json/annotation_train/283991_153bc00043c0e526.json
"273275,11dd3e0004db19d9b",/workspace/data/crowdhuman/Images/273275_11dd3e0004db19d9b.png,/workspace/data/crowdhuman/annotations_json/annotation_train/273275_11dd3e0004db19d9b.json
"273275,3fc87000307ee503",/workspace/data/crowdhuman/Images/273275_3fc87000307ee503.png,/workspace/data/crowdhuman/annotations_json/annotation_train/273275_3fc87000307ee503.json
"282555,1138d5000f84e95f0",/workspace/data/crowdhuman/Images/282555_1138d5000f84e95f0.png,/workspace/data/crowdhuman/annotations_json/annotation_train/282555_1138d5000f84e95f0.json
"283992,14d110009552c26c",/workspace/data/crowdhuman/Images/283992_14d110009552c26c.png,/workspace/data/crowdhuman/annotations_json/annotation_train/283992_14d110009552c26c.json
"283992,8e4e000886550c4",/workspace/data/crowdhuman/Images/283992_8e4e000886550c4.png,/workspace/data/crowdhuman/annotations_json/annotation_train/283992_8e4e000886550c4.json
"283554,5186000d6fb3c71",/workspace/data/crowdhuman/Images/283554_5186000d6fb3c71.png,/workspace/data/crowdhuman/annotations_json/annotation_train/283554_5186000d6fb3c71.json
"273278,4daf8000618f75cc",/workspace/data/crowdhuman/Images/273278_4daf8000618f75cc.png,/workspace/data/crowdhuman/annotations_json/annotation_train/273278_4daf8000618f75cc.json
"283992,17a2000368dda87",/workspace/data/crowdhuman/Images/283992_17a2000368dda87.png,/workspace/data/crowdhuman/annotations_json/annotation_train/283992_17a2000368dda87.json
"273278,1dc7900027b36a91",/workspace/data/crowdhuman/Images/273278_1dc7900027b36a91.png,/workspace/data/crowdhuman/annotations_json/annotation_train/273278_1dc7900027b36a91.json
"273278,ea668000802bd07c",/workspace/data/crowdhuman/Images/273278_ea668000802bd07c.png,/workspace/data/crowdhuman/annotations_json/annotation_train/273278_ea668000802bd07c.json
"273275,3b9180003c7b1772",/workspace/data/crowdhuman/Images/273275_3b9180003c7b1772.png,/workspace/data/crowdhuman/annotations_json/annotation_train/273275_3b9180003c7b1772.json
"282555,61f920000d631fa6",/workspace/data/crowdhuman/Images/282555_61f920000d631fa6.png,/workspace/data/crowdhuman/annotations_json/annotation_train/282555_61f920000d631fa6.json
"273271,1791c00053ad7e32",/workspace/data/crowdhuman/Images/273271_1791c00053ad7e32.png,/workspace/data/crowdhuman/annotations_json/annotation_train/273271_1791c00053ad7e32.json
"273275,1a810002176a498",/workspace/data/crowdhuman/Images/273275_1a810002176a498.png,/workspace/data/crowdhuman/annotations_json/annotation_train/273275_1a810002176a498.json
"273275,d4175000e8a534e6",/workspace/data/crowdhuman/Images/273275_d4175000e8a534e6.png,/workspace/data/crowdhuman/annotations_json/annotation_train/273275_d4175000e8a534e6.json
"273278,b68bd0000d07fa46",/workspace/data/crowdhuman/Images/273278_b68bd0000d07fa46.png,/workspace/data/crowdhuman/annotations_json/annotation_train/273278_b68bd0000d07fa46.json
"273275,6f871000b2f8bf0e",/workspace/data/crowdhuman/Images/273275_6f871000b2f8bf0e.png,/workspace/data/crowdhuman/annotations_json/annotation_train/273275_6f871000b2f8bf0e.json
"273275,922cf00088290600",/workspace/data/crowdhuman/Images/273275_922cf00088290600.png,/workspace/data/crowdhuman/annotations_json/annotation_train/273275_922cf00088290600.json
"283554,bf1900039d563f6",/workspace/data/crowdhuman/Images/283554_bf1900039d563f6.png,/workspace/data/crowdhuman/annotations_json/annotation_train/283554_bf1900039d563f6.json
"273278,e8360007b51af08",/workspace/data/crowdhuman/Images/273278_e8360007b51af08.png,/workspace/data/crowdhuman/annotations_json/annotation_train/273278_e8360007b51af08.json
"273278,94e20000022eaa88",/workspace/data/crowdhuman/Images/273278_94e20000022eaa88.png,/workspace/data/crowdhuman/annotations_json/annotation_train/273278_94e20000022eaa88.json
"283554,882d0008f4473be",/workspace/data/crowdhuman/Images/283554_882d0008f4473be.png,/workspace/data/crowdhuman/annotations_json/annotation_train/283554_882d0008f4473be.json
"283554,23384000fff8232e",/workspace/data/crowdhuman/Images/283554_23384000fff8232e.png,/workspace/data/crowdhuman/annotations_json/annotation_train/283554_23384000fff8232e.json
"282555,54c540003d7f7d42",/workspace/data/crowdhuman/Images/282555_54c540003d7f7d42.png,/workspace/data/crowdhuman/annotations_json/annotation_train/282555_54c540003d7f7d42.json
"273278,d52ac000f935a320",/workspace/data/crowdhuman/Images/273278_d52ac000f935a320.png,/workspace/data/crowdhuman/annotations_json/annotation_train/273278_d52ac000f935a320.json
"283554,194d50005671cc94",/workspace/data/crowdhuman/Images/283554_194d50005671cc94.png,/workspace/data/crowdhuman/annotations_json/annotation_train/283554_194d50005671cc94.json
"273275,52a600005b4ed974",/workspace/data/crowdhuman/Images/273275_52a600005b4ed974.png,/workspace/data/crowdhuman/annotations_json/annotation_train/273275_52a600005b4ed974.json
"273278,78c0c000ee1387bb",/workspace/data/crowdhuman/Images/273278_78c0c000ee1387bb.png,/workspace/data/crowdhuman/annotations_json/annotation_train/273278_78c0c000ee1387bb.json
"273278,da183000ff5ce0e6",/workspace/data/crowdhuman/Images/273278_da183000ff5ce0e6.png,/workspace/data/crowdhuman/annotations_json/annotation_train/273278_da183000ff5ce0e6.json
"273278,8d692000b962fc87",/workspace/data/crowdhuman/Images/273278_8d692000b962fc87.png,/workspace/data/crowdhuman/annotations_json/annotation_train/273278_8d692000b962fc87.json
"284193,8423000bc58de6e",/workspace/data/crowdhuman/Images/284193_8423000bc58de6e.png,/workspace/data/crowdhuman/annotations_json/annotation_train/284193_8423000bc58de6e.json
"273275,1288500033ccee9e",/workspace/data/crowdhuman/Images/273275_1288500033ccee9e.png,/workspace/data/crowdhuman/annotations_json/annotation_train/273275_1288500033ccee9e.json
"273271,171e5000b7f7d997",/workspace/data/crowdhuman/Images/273271_171e5000b7f7d997.png,/workspace/data/crowdhuman/annotations_json/annotation_train/273271_171e5000b7f7d997.json
"273278,9cd86000b211b45a",/workspace/data/crowdhuman/Images/273278_9cd86000b211b45a.png,/workspace/data/crowdhuman/annotations_json/annotation_train/273278_9cd86000b211b45a.json
"273275,300cc0000feda46e",/workspace/data/crowdhuman/Images/273275_300cc0000feda46e.png,/workspace/data/crowdhuman/annotations_json/annotation_train/273275_300cc0000feda46e.json
"273275,12376b000dd8fe692",/workspace/data/crowdhuman/Images/273275_12376b000dd8fe692.png,/workspace/data/crowdhuman/annotations_json/annotation_train/273275_12376b000dd8fe692.json
"283991,1b9c30005de3eeb4",/workspace/data/crowdhuman/Images/283991_1b9c30005de3eeb4.png,/workspace/data/crowdhuman/annotations_json/annotation_train/283991_1b9c30005de3eeb4.json
"283992,b02d0008c8a7d74",/workspace/data/crowdhuman/Images/283992_b02d0008c8a7d74.png,/workspace/data/crowdhuman/annotations_json/annotation_train/283992_b02d0008c8a7d74.json
"273271,1666f00022665e2a",/workspace/data/crowdhuman/Images/273271_1666f00022665e2a.png,/workspace/data/crowdhuman/annotations_json/annotation_train/273271_1666f00022665e2a.json
"273275,11d7c5000b606619c",/workspace/data/crowdhuman/Images/273275_11d7c5000b606619c.png,/workspace/data/crowdhuman/annotations_json/annotation_train/273275_11d7c5000b606619c.json
"273271,170e8000983f75d6",/workspace/data/crowdhuman/Images/273271_170e8000983f75d6.png,/workspace/data/crowdhuman/annotations_json/annotation_train/273271_170e8000983f75d6.json
"273275,b890000cf9974a3",/workspace/data/crowdhuman/Images/273275_b890000cf9974a3.png,/workspace/data/crowdhuman/annotations_json/annotation_train/273275_b890000cf9974a3.json
"282555,aec49000d28c9019",/workspace/data/crowdhuman/Images/282555_aec49000d28c9019.png,/workspace/data/crowdhuman/annotations_json/annotation_train/282555_aec49000d28c9019.json
"283992,dcd9000cff13066",/workspace/data/crowdhuman/Images/283992_dcd9000cff13066.png,/workspace/data/crowdhuman/annotations_json/annotation_train/283992_dcd9000cff13066.json
"282555,70658000115c4377",/workspace/data/crowdhuman/Images/282555_70658000115c4377.png,/workspace/data/crowdhuman/annotations_json/annotation_train/282555_70658000115c4377.json
"273275,13c0df0007cb38efb",/workspace/data/crowdhuman/Images/273275_13c0df0007cb38efb.png,/workspace/data/crowdhuman/annotations_json/annotation_train/273275_13c0df0007cb38efb.json
"283992,b54000073219249",/workspace/data/crowdhuman/Images/283992_b54000073219249.png,/workspace/data/crowdhuman/annotations_json/annotation_train/283992_b54000073219249.json
"273278,12a918000da44282d",/workspace/data/crowdhuman/Images/273278_12a918000da44282d.png,/workspace/data/crowdhuman/annotations_json/annotation_train/273278_12a918000da44282d.json
"273271,10a0a000dc884dfc",/workspace/data/crowdhuman/Images/273271_10a0a000dc884dfc.png,/workspace/data/crowdhuman/annotations_json/annotation_train/273271_10a0a000dc884dfc.json
